original_index	label	silver_tagged_in_context
691	exaggeration,minimisation	"""I hope to be able to call this, along with tax cuts and regulation and all the things I've done in its own way  <BOS> This might be the most important issue <EOS>  because this was corrupt."""
692	appeal_to_fear_prejudice	Orbn warned that as  <BOS> We teeter on the brink of economic disaster <EOS> .
695	appeal_to_fear_prejudice	 <BOS> They can choose to remain silent, at the risk of being remembered as agents of injustice, or they can act in the interests of justice and humanity and bring this remarkable Australian citizen home <EOS> .
696	doubt	 <BOS> Patel initially committed to deliver the item on time, but later claimed it was lost in transit <EOS> .
697	repetition	Inhuman and criminal  <BOS> Inhuman destruction <EOS>  runs in the veins of many in the West.
700	causal_oversimplification	Feminists  <BOS> turned a blind eye to the egregious behavior of serial sexual predator Bill Clinton, citing harmony with their ideological stance <EOS> .
701	doubt	"In answer to my question then head of the USCCB, Wilton Gregory, made an explosive admission reportedby the international press: ""it is an ongoing struggle to make sure that the Catholic priesthood is not dominated by homosexual men.""  <BOS> The effort, to the extent it was even an effort, has been conclusively defeated <EOS> ."
703	repetition	"Christopher Chin, head of Homeschool Louisiana, told The Times that parents are fed up with ""the violence, the bullying, the unsafe environments."" Many parents are also disturbed by the social engineering, which amounts to brainwashing and  <BOS> The violence, the bullying, the unsafe environments. Many parents are also disturbed by the social engineering, which amounts to deliberate manipulation and mind control. <EOS>  that goes on in a public school."
704	repetition	 <BOS> By removing illegal immigrants from the streets, our ICE officers provide a crucial community service by enhancing public security. <EOS> 
705	exaggeration,minimisation	"Wills concludes: ""The Qur'an is not as absolute as this, because it always leaves room for God's  <BOS> INSERT SNIPPET HERE <EOS> "" (p. 126)."
706	loaded_language	Such  <BOS> malevolence should be loathed with a perfect loathing. <EOS>  should be hated with a perfect hatred.
708	causal_oversimplification	 <BOS> In light of these considerations, it is more convincingly argued that the latter statement is a more accurate assessment <EOS> .
711	appeal_to_fear_prejudice	Professor Paul Hunter has warned that, while it would be rather easy for an advanced country to contain the disease in its current form, he fears that it could  <BOS> mutate into a far more deadly strain <EOS> .
712	causal_oversimplification	 <BOS> It is a fundamental aspect of the faith that one's actions during Ramadan reflect its core values; it embodies it <EOS> .
713	name_calling,labeling	I have been a journalist for a very long time and I have always worked within the mainstream, but the journalism I see now is part of  <BOS> a corrupting force <EOS>  and one of its prime targets is Julian Assange and WikiLeaks.
715	exaggeration,minimisation	The circumstantial evidence  <BOS> Undeniably <EOS>  establishes that Oswald was working for U.S. intelligence.
720	appeal_to_fear_prejudice	 <BOS> We know that violent extremist groups, such as the Islamic State and al-Qaeda, have urged American Muslims to attack military personnel, police officers, and ordinary citizens <EOS> .
723	flag_waving	"To make matters worse (if that is even possible), evidence has surfaced that indicates that a bishop, as well as some priests and laity, had brought the allegations about misconduct with seminarians to the attention of Church authorities but to no avail: Archbishop McCarrick was nonetheless ""promoted"" to become the archbishop in  <BOS> our Church <EOS> 's capital, and elevated to the College of Cardinals."
724	causal_oversimplification	And the forces that pushed up into those conflicts, and  <BOS> So disillusioned were they with the status quo that it propelled Barack Obama into the presidency. <EOS> , are back, pushing for a new war, on Iran.
725	loaded_language	"Plenty of people in Google knew what was going on and we haven't seen any evidence anyone at Google disapproved of it and  <BOS> tried to buy into it <EOS> ."""
728	appeal_to_fear_prejudice	He then pointed out that many who cross the border are criminals and are  <BOS> Individuals who have come to engage in criminal activity are often a significant threat to national security and public safety <EOS> .
734	loaded_language	Sadly, the picture emerging is one that includes a shocking amount of evidence pointing towards a  <BOS> meticulous covert government operation <EOS> .
736	doubt	""" <BOS> It was a sensitive topic, and some people might not have found it funny, but others might have. <EOS> ,"" Warren said."
737	doubt	In the meantime, authorities still have not released a conclusive timeline for the shooting  <BOS> they are eager to have us accept their narrative without question <EOS>  was committed by Paddock.
739	appeal_to_fear_prejudice	"Please consider that in anger and tragedy, the desire for revenge usually overrides reason and an honest answering of the question ""must this person's life be taken to preserve society?""  <BOS> The eagerness for hasty and severe judgments has led many to their demise, who never warranted such a severe penalty, nor was such a penalty truly necessary for the well-being of the community <EOS> ."
741	exaggeration,minimisation	I wanted to  <BOS> broadcast my tale to the world at large <EOS>  to anyone who would listen, but even as angry as I was, I was worried about the potential backlash and damage going public might have on my career as a broadcaster.
743	name_calling,labeling	During the last 5 years of this papacy, Francis and his  <BOS> <final_output> <Synodal Insiders> </final_output> <EOS>  masterfully manipulated, rigged, and exploited the synodal process.
746	loaded_language	 <BOS> I've finally let it out <EOS> !
749	doubt	 <BOS> Professed Christians in America today claim to know love, yet exhibit a profound lack of understanding (1 John 3:18). They read the instructions, but choose not to follow them! In fact, they loudly proclaim their love for God, yet if you inspect their actions, you'd discover a deep-seated hatred for God (Matthew 15:8 <EOS> ).
750	exaggeration,minimisation	"To take one of  <BOS> a notable example <EOS> , Sharaf ad-Din Ali Yazdi, a fifteenth-century Persian who wrote a biography of the Mongol Muslim warrior Tamerlane, observed that ""the Qur'an says the highest dignity man can attain is that of making war in person against the enemies of his religion."
755	name_calling,labeling	Trump sought to set up Kim as a bogeyman, and himself as  <BOS> America's foil <EOS> .
756	causal_oversimplification	Conservatives need to remember that  <BOS> The importance of judicial appointments and the impact they have on the country's future <EOS> .
759	flag_waving	"However, it's being reported that Powell is ""not interested"" in the post, which is a good thing for  <BOS> U.S. citizens <EOS> ."
760	exaggeration,minimisation	It is time to admit that there is a homosexual subculture within the hierarchy of the Catholic Church that is  <BOS> Wreaking profound devastation <EOS>  in the vineyard of the Lord.
762	doubt	 <BOS> The Guardian's coverage of Latin America, particularly its scrutiny of leftwing governments that have defied US dominance in the region, has long been a subject of debate among analysts and experts <EOS> .
763	name_calling,labeling	 <BOS> The liberal activists <EOS>  is hopping-mad, now that Judge Brett Kavanaugh has been confirmed to the Supreme Court.
765	appeal_to_fear_prejudice	"McMaster said that the ""so called liberation of areas by Assad's forces and Iranian proxies  <BOS> and prolong the conflict, rather than reducing Iranian influence in the region, potentially destabilizing the entire Middle East. <EOS> ."" He claimed that the Trump administration's ""objectives are to weaken Iranian influence across the region broadly,"" without discussing the means to accomplish those objectives."
767	flag_waving	So yes, I am going to share some things in this article that are truly disgusting, but the goal is to show you that  <BOS> I'll show you that our government is more concerned with power than people <EOS> .
774	appeal_to_fear_prejudice	 <BOS> These extremist groups, such as the Islamic State and al-Qaeda, have incited American Muslims to target military personnel, law enforcement, and civilians for attack <EOS> .
776	exaggeration,minimisation	Make no mistake about this:  <BOS> Archbishop Vigan is fighting to save the human heart of the Catholic Church, the source of its spiritual vitality <EOS> .
777	causal_oversimplification	 <BOS> Kritarch Patti Saris believes she is the primary influence on immigration policy decisions. <EOS> , right down to how many times someone can have their case reviewed, though she seems confused as to who will do the reviewing of those cases.
781	exaggeration,minimisation	Pakistan  <BOS> Has been rapidly developing its nuclear capabilities <EOS>  to afford nuclear weapons to offset the threat from far more powerful India.
783	loaded_language	"He also said that Soros has "" <BOS> Devastated by his own machinations, the network crumbled under his control <EOS> "" millions of lives via his ""mafia network."""
784	flag_waving	""" <BOS> Its future worries me <EOS> ."
786	repetition	I'm all for situations like Nikolas Cruz who assaulted teachers and students being arrested and tried and dealt with lawfully, but to go seizing people's property and denying them their liberty base on the hearsay of another person is anti-constitutional and  <BOS> tyrannical <EOS> .
787	appeal_to_fear_prejudice	 <BOS> The proliferation of untraceable firearms is already a calamity; they are employed not only by isolated assailants but also as tools for criminal syndicates. By releasing blueprints for their construction, which currently only permeate the darknet, we will inevitably witness the devastating loss of additional innocent lives. The administration must intervene to halt the Department of State from proceeding with this ill-advised plan, and Congress must take action to seal the loopholes that these weapons are designed to exploit <EOS> .
792	doubt	Surely the Church cannot be without any remedy for  <BOS> a Pope who relentlessly assaults the very bedrock of her organization <EOS> !
793	flag_waving	"By short-circuiting the investigation, Ryan is  <BOS> ""betraying the trust of the American people"" <EOS>  to learn what the FBI and CIA actually did against Trump."
795	exaggeration,minimisation	The streets outside the embassy  <BOS> are starkly empty <EOS> , whereas they should be full of people saying that we are with you.
796	repetition	"Officials also believe he had help because of the amount of guns in his hotel room, and because some of the  <BOS> The ammunition was acquired under a false identity. <EOS> ."""
797	name_calling,labeling	So, they dig up some  <BOS> Kavanaslapper <EOS>  from Kavanaugh's past and convince her to say that he assaulted her thinking that such an allegation will surely delay the vote long enough for them to regain control of Congress.
803	doubt	 <BOS> These statements from Pope Francis are perplexing; he failed to address the persecutors' identities, instead implying that external forces were responsible for the Middle East's problems, leaving the root causes unexamined <EOS> .
804	repetition	Hitler  <BOS> Wiped out <EOS>  400,000 Germans who were handicapped or suffered from chronic diseases.
807	flag_waving	" <BOS> This is a national embarrassment, the way you're being treated. <EOS> ."""
808	causal_oversimplification	 <BOS> I can also assure you that Luke Harding, the Guardian, Washington Post, and New York Times have been spreading a sea of fabricated information, in cahoots with the security services <EOS> .
809	loaded_language	Quite the contrary, I would expect the neo-Catholic commentariat either to ignore Vigan's witness, explain away his revelations or, failing that, make every effort  <BOS> to discredit the witness <EOS> .
811	flag_waving	Those conflicts, mostly centred on migration since people fleeing war and poverty in the Middle East and Africa flooded into Europe in 2015, have intensified as the elections approach and  <BOS> Orban presents himself as the defender of Europe's Christian communities against migration <EOS> .
813	repetition	He's also  <BOS> rarely <EOS>  criticized the incredibly repressive leaders of Saudi Arabia.
814	repetition	Deadly  <BOS> The Plague Could DEADLY Evolve and Become Untreatable <EOS>  As It Spreads Globally
815	doubt	 <BOS> While Ms. Ford's account may be convincing to her, the absence of concrete evidence, her limited recall of details, and the lack of a pattern of similar misconduct by Judge Kavanaugh undermine the credibility of her narrative <EOS> .
820	causal_oversimplification	On the other hand, it could give Trump what he wanted and have to suffer  <BOS> the assumption would be that the CIA's secrecy was intended to mask its own culpability <EOS> .
821	doubt	In this article, the author was calling out a Christian for protesting a corrupt representative in government, even going so far as to suggest  <BOS> It's ironic that this Christian is protesting government corruption, yet neglecting the authority of scripture <EOS> .
824	appeal_to_fear_prejudice	Be forewarned that inviting young people from ages 16-29 to the Synod to discuss vocations with Bishops  <BOS> poses a significant moral and physical danger to their formation <EOS>  to these unsuspecting youth, many of whom think homosexuality is cool.
827	flag_waving	One thing to note is that  <BOS> While Europe has its own stories, Christianity is a global story. <EOS> 
829	loaded_language	The timing is  <BOS> Fortunately <EOS>  propitious and providential based on the 5 year deadline.
830	loaded_language	 <BOS> Honestly <EOS> , it's been four months already!
831	doubt	"I do think he would support anybody doing that stuff, Bill Nelson  <BOS> But I doubt he'd support it because he's trying to appeal to moderates and gun owners. <EOS> """
832	flag_waving	They are, in short,  <BOS> those who are hostile to us <EOS> .
834	flag_waving	Ironically, the seizure occurred on the very day that Obama was to give his State of the Union address but predictably,  <BOS> He didn't think it was timely to mention the seizure of Americans <EOS> .
835	loaded_language	He is standing alone now, and not only against the most dangerous pontificate in history, but also the forces of hell itselfforces which will do all in their power to silence this  <BOS> screams wailing in the abyss <EOS> .
836	doubt	"Then, addressing a huge crowd on St. Peter's Square, he asked, "" <BOS> Do you want a Church that is a silent accomplice to the oppression of conscience, a Church that fails to denounce injustice and advocate for the just liberties of the people, or a Church that remains confined to the confines of its own self-importance? <EOS>  ?"""
837	doubt	 <BOS> This is a disturbing display of prejudice, and his harmful beliefs must be addressed <EOS> .
838	name_calling,labeling	"Elijah set the record straight when he answered, ""I have not troubled Israel; but thou, and thy father's house, in that ye have forsaken the commandments of  <BOS> the Lord of the Covenant <EOS> , and thou hast followed Baalim (1 Kings 18:18)."
839	flag_waving	Finally,  <BOS> I implore you, dear devoted, to persevere <EOS> : never be despondent!
845	name_calling,labeling	Bishop Morlino has now done it, and we respectfully demand that the rest of the American bishops either follow suit or face the charge of being complicit with  <BOS> the corrupt and vicious flock managers <EOS> , accounts of whose betrayal and vice now dominate the news.
848	causal_oversimplification	For too long we have diminished the reality of sin  we have refused to call a sin a sin  and  <BOS> We have turned a blind eye to sin under the pretext of a flawed concept of benevolence <EOS> .
849	name_calling,labeling	Under an  <BOS> Uncommon array of US regulations <EOS>  known as the International Trade in Arms Regulations (ITAR), Wilson was accused of exporting weapons without a license, just as if he'd shipped his plastic gun to Mexico rather than put a digital version of it on the internet.
855	appeal_to_fear_prejudice	""" <BOS> According to the president, a woman burst into his room, shrieking that he should be exterminated and that he should meet his demise. <EOS> ,"" he told reporters at Friday's news conference."
856	loaded_language	 <BOS> What are these people's priorities? <EOS> 
857	name_calling,labeling	The Deep State: The Fa... Mike Lofgren Best Price: $7.55 Buy New $6.00 (as of 11:45 EDT - Details) Trump ordered the DOJ to release the text messages of former FBI Director James Comey, his deputy Andrew McCabe, now-fired special agent Peter Strzok, former FBI attorney Lisa Page and  <BOS> FBI official downgraded <EOS>  Bruce Ohr.
859	doubt	 <BOS> How can we trust their investigation when they exhibit bias? <EOS>  even as they express bias while investigating malfeasance?
861	appeal_to_fear_prejudice	 <BOS> Beware the sonic shock <EOS>  sonic weapon attacks, US tells citizens in China
862	exaggeration,minimisation	Everything that has happened has been in  <BOS> unbroken and uninterrupted <EOS>  continuity between the Before Church and the After Church; there has been no rupture or break with the past.
863	flag_waving	I tell you this with all seriousness:  <BOS> At some point, the American people will have to admit that these governmental actions are a serious threat to our liberties <EOS> .
865	loaded_language	""" <BOS> Boy, you all seek dominance. <EOS> ,"" he shouted."
866	exaggeration,minimisation	He explained he went to Jordan in part to find like-minded Muslims, and because  <BOS> I seek a haven where faith and freedom converge, a sanctuary where the heart can soar <EOS> .
867	doubt	The author went on to write that  <BOS> This Protestant would do well to understand the Bible's perspective on those in positions of leadership <EOS> .
869	doubt	If they wanted something on the guy,  <BOS> Why is his connection to the Vince Foster cover-up consistently ignored <EOS> ?
870	doubt	Wills' peaceful fantasy Qur'an raises one massive question that the author does not and cannot answer:  <BOS> Why do countless Muslims worldwide misinterpret the peaceful fantasy Qur'an Wills presents <EOS> ?
871	name_calling,labeling	We will learn nothing about Kavanaugh that makes him any less eminently qualified for the Supreme Court, nothing that can add to the thousands of pages of documents already presented to the Committee, or the hundreds of hours of the judge's testimony before  <BOS> fanatical ideologues and power-hungry politicians <EOS> .
872	loaded_language	They want to prosecute Assange and maybe  <BOS> Drag him over the coals <EOS>  in Congress, but what about Judith Miller and The New York Times lying the West into war?
873	exaggeration,minimisation	Yet, from the very beginning,  <BOS> Many have questioned the official story of Lee Harvey Oswald's guilt, and some have even suggested that he was framed. <EOS>  to the possibility that Oswald was framed for the crime.
874	loaded_language	Meanwhile, another story just breaking at Fox News provides even more evidence that Peter Strzok is the big bad guy in the FBI  <BOS> Scandal <EOS> .
875	repetition	#Update: Teen who made national news after having  <BOS> #Update: Teen who made national news after a fresh start <EOS>  hat stolen at a San Antonio fast food restaurant just got this in the mail.
876	exaggeration,minimisation	"Patel joked that being gay cannot be a choice because "" <BOS> People don't choose their sexual orientation, and neither can they choose their simplicity or straightforwardness. <EOS> .'"""
881	exaggeration,minimisation	"And it gets  <BOS> even more alarming <EOS> : ""The investigation, published Wednesday by the House Permanent Subcommittee on Investigations, further discloses secret efforts by top Obama administration officials to assure European countries they would receive a pass from U.S. sanctions if they engaged in business with Iran."""
882	repetition	" <BOS> They are antithetical to peaceful endeavors <EOS> ."" And he has also said: ""Authentic Islam and the proper reading of the Koran are opposed to every form of violence."""
883	flag_waving	"Not surprisingly, the CIA's Mexico City operations regarding Oswald are among the 98 percent of the records that Trump and the CIA have chosen to continue  <BOS> Classifying records to conceal the truth <EOS> , on grounds of ""national security"" of course."
884	repetition	"With  <BOS> Make America Great Again Again <EOS>  hat in hand, the man walks away saying ""Bitch ass motherf**ker."""
887	causal_oversimplification	""" <BOS> If San Francisco had cooperated with our immigration agency, this situation could have been resolved peacefully. <EOS>  ICE Director Thomas Homan said in a statement on Thursday."
888	loaded_language	As Paul Sperry writes at the New York Post, working with Sen. Dianne Feinstein (D-Calif.) and backed financially by George Soros's money, Ford's lawyers spent the last few days  <BOS> Manipulating the system <EOS> .
889	loaded_language	The sum of all this has been, as in many other episodes, that Trump and his White House are a gang that can't shoot straight and that he's eager to blame his allies and lash out at his enemies in  <BOS> Crude procedures <EOS>  when things go wrong.
890	name_calling,labeling	"In his 2005 book Memory and Identity, John Paul referred to homosexuality as  <BOS> an abomination <EOS> ,"" insisting of so-called 'gay marriage' that:"
892	causal_oversimplification	Once again this year we see that  <BOS> Ramadan is the ultimate month of Islamic devotion <EOS> .
895	doubt	 <BOS> What's Berg's take on that in his latest blog post? <EOS> 
896	appeal_to_fear_prejudice	 <BOS> Anyone who questions the legitimacy of the situation should consider the overwhelming prominence of a specific group among those arriving at our border <EOS> .
897	repetition	 <BOS> I decline to make that statement <EOS> .
899	name_calling,labeling	I might suggest  <BOS> he is a rebel <EOS>  now.
900	exaggeration,minimisation	British politician Nigel Farage once helped convince Britons to vote for Brexit and separate from the European Union, but British establishment politicians have done  <BOS> everything they could to <EOS>  to sabotage that vote since then.
901	flag_waving	The Iranians also operate a global network of jihad terror organizations, one of which, Hizballah, is quite active in Mexico now, with the obvious ultimate intention of crossing the border and committing jihad massacres  <BOS> of the kind that would imperil American lives and livelihoods <EOS> .
902	loaded_language	 <BOS> A STALEMATE <EOS>  .
903	appeal_to_fear_prejudice	And it won't bring down the regime which by its nature ensures all of these things will remain  <BOS> a threat to the US, its allies and global stability <EOS> .
905	loaded_language	"This  <BOS> false teachers <EOS>  is the model under which ""conservatives"" have operated all this time, and by which they have judged a man like Joseph Ratzinger to be a ""conservative champion of orthodoxy."" And what has this achieved?"
906	causal_oversimplification	Whatever else might be said about the assassination of President Kennedy, one thing is for sure:  <BOS> a sophisticated U.S. regime-influence operation <EOS>  was one of the most ingenious and cunning plots ever designed.
908	loaded_language	 <BOS> They rage, deceive, and sulk <EOS> .
909	name_calling,labeling	This email leaked to Fox News and Breitbart News and is now likely to become a centerpiece in the case that Google is throwing its weight around to interfere in elections in the United States in a partisan manner against  <BOS> the democratically chosen Chief Executive of the United States <EOS> .
910	appeal_to_fear_prejudice	But the worst news is that the epidemic could  <BOS> spread rapidly, causing a global health crisis <EOS> .
911	flag_waving	The American Medical Association (AMA) should seriously consider changing their names since they are about as  <BOS> Intensely disloyal to the medical profession <EOS>  as it comes in their new demands for gun confiscation measures, which include guns and ammunition confiscation, as well as universal gun registration.
912	loaded_language	But I think that  <BOS> Humanity's corruption originates from Rome, spreading its darkness across the globe. <EOS> , as was said by our Lady of Fatima and Our Lady of La Salette.
919	repetition	In this case, an  <BOS> Self-governing <EOS>  monastery is alive and vital.
920	exaggeration,minimisation	Beyond pressuring our allies, consider these specific steps President Trump has taken against Russia: Where President Obama refused to provide serious weapons to the Ukrainians to help them defend themselves (his response was  <BOS> a drastic departure from Obama's inaction <EOS> ), President Trump has approved the sale of offensive weapons to enable the Ukrainians to increase the cost of Russian aggression.
921	exaggeration,minimisation	Protecting the image of Islam, not protecting the public, still seems to be  <BOS> The greatest priority for many American officials <EOS> .
922	causal_oversimplification	Although the particular inclination of the homosexual person is not a sin, it is a more or less strong tendency ordered toward an intrinsic moral evil;  <BOS> We must strive for inclusivity and respect, embracing diversity in all its forms <EOS> .
923	flag_waving	"""I took control of the Department of Justice the day I was sworn in, which is why we have had unprecedented success at effectuating the President's agenda   <BOS> A guardian that protects the American people, prevents violent crime, enforces our laws, spurs economic growth, and promotes religious liberty <EOS> ,"" the AG said in a statement."
924	repetition	..This is a terrible situation and Attorney General Jeff Sessions should stop this  <BOS> <final_output> <Bungled Inquisition> </final_output> <EOS>  right now, before it continues to stain our country any further.
925	flag_waving	 <BOS> With federal authorities now on the case, it's crucial to move beyond mere discussion and actually apprehend this woman, charging her with crimes against the people of Broward County before the corrupt electoral practices in question claim more victims <EOS> .
928	loaded_language	"Wills'  <BOS> ""Sacred serenity"" <EOS>  Qur'an raises one massive question that the author does not and cannot answer: if the Islamic holy book is really as peaceful and benign as Garry Wills makes it out to be, why do so very many Muslims worldwide misunderstand it?"
929	flag_waving	"""(T)his is the kind of work the US Government needs to do every day to make  <BOS> The company's <EOS>  sanctions regimes effective without creating such burdens on allies and partners that they are pushed to work around our financial dominance,"" Blanc said."
932	appeal_to_fear_prejudice	 <BOS> Are we prepared to confront the risk of a devastating war with a Syrian army, backed by Russia, Iran, Hezbollah, and a diverse array of Shi'ite militias from the Middle East, as they struggle to maintain control of a large swathe of Syria's territory in concert with the Kurds? <EOS> 
933	loaded_language	If there is anything to remember Gillard by, it a  <BOS> contemptible, duplicitous, and scandalous actions she took <EOS>  she made to the US Congress soon after she demanded the illegal cancellation of Julian's passport.
934	repetition	ICE deportation officers carry out targeted enforcement operations daily nationwide as part of the agency's ongoing efforts to protect the nation, uphold  <BOS> national security <EOS> , and protect the integrity of our immigration laws and border controls.
936	exaggeration,minimisation	It is probably  <BOS> the one and only journalistic outfit with an unparalleled record of veracity and integrity <EOS> !
938	exaggeration,minimisation	"Shortly after the nuclear deal was sealed in July 2015, then-Treasury Secretary Jack Lew testified that even with the sanctions relief, Iran ""will continue to be denied access to the world's largest financial and commercial market."" A month later, one of Lew's top deputies, Adam Szubin, testified that despite the nuclear deal ""Iran will be denied access to the world's  <BOS> The world's key financial and commercial market <EOS>  and unable to deal in the world's most important currency."""
939	exaggeration,minimisation	"His warning against making the resistance to jihad  <BOS> a struggle within ourselves <EOS> "" is odd."
940	causal_oversimplification	"""Glazov's advice also involves the promotion of supporting moderate Muslims   <BOS> a move that is, clearly, supportive of moderate Muslims and therefore also aligns with their values. <EOS> ,'"" the report said."
941	name_calling,labeling	"These programs must crystallize what exactly Islamic Law is and how it inspires and sanctions violence against  <BOS> ""Infidels"" <EOS> ."
944	causal_oversimplification	 <BOS> If Christians were as committed to the Lord, isolated from the world, and living in a manner that made their lives a testament against all moral outages, the world would loathe them just as it has always done <EOS> .
947	name_calling,labeling	"Official figures reveal at least 2,034 people have been infected with the ""medieval disease"" so far in what has been described as the ""worst outbreak in 50 years."" The  <BOS> The Black Death <EOS>  outbreak has so far claimed at least 165 lives."
949	appeal_to_fear_prejudice	 <BOS> It is inconceivable to accomplish this without divine intervention <EOS> .
952	name_calling,labeling	But doesn't believe white people are  <BOS> Fiends <EOS>  or Jews are satanic.
955	name_calling,labeling	It seems the shine is coming off the papal penny among  <BOS> Progressive secular journalists <EOS> , his natural constituency.
957	exaggeration,minimisation	""" <BOS> I splurged a tiny fraction of my assets on this and I secured the Second Amendment for good. <EOS> ,"" he told The Daily Wire in a phone interview."
959	name_calling,labeling	"The therapist's notes ""do not mention Kavanaugh's name but say she reported that she was attacked by students 'from an  <BOS> The cream of the crop, a select group of students from the most elite social circle. <EOS> ' who went on to become 'highly respected and high-ranking members of society in Washington.'"""
960	causal_oversimplification	"The country's health chief Willy Randriamarotia said: ""If a person dies of pneumonic plague and is then interred in a tomb that is subsequently opened for a Famadihana, the bacteria can still be transmitted and contaminate whoever handles the body.""  <BOS> The tradition has been prohibited to prevent further transmission of the disease. <EOS> , but it is feared ceremonies have taken place regardless as local continue to balk that their rituals have contributed to the outbreak."
962	flag_waving	And it's a problem not just in West Virginia  it's  <BOS> A national crisis <EOS> .
963	flag_waving	And  <BOS> How thoroughly has America been compromised <EOS> ?
966	causal_oversimplification	 <BOS> His comprehensive endorsement in L'Osservatore Romano, in which he came out in favor of the more disputed aspects of Amoris Laetitia, exemplifies his concession <EOS> .
967	loaded_language	"Civil magistrates have a divine duty to ""execute wrath upon him that doeth evil."" Anyone who teaches that they have authority to  <BOS> unleash judgment upon ""him that doeth evil"" <EOS> "" is ignorant and uneducated in their misleadings (1 John 4:6)."
969	appeal_to_fear_prejudice	 <BOS> He was forewarned by those who knew the SSMU's reputation to keep his Jewish background under wraps, lest it hinder his success <EOS> .
970	loaded_language	The Left's continuing success in delaying a confirmation vote on Judge Brett Kavanaugh's nomination to the U.S. Supreme Court reveals its  <BOS> sinister plan <EOS>  to block the nominee from sitting on the high court when its new term begins Monday, October 1.
971	loaded_language	"This means that his use of this language was a conspiratorial wink and nod to his immediate audience, a sly message to say, ""People talk all the time about a gay lobby, but you and I both know this is mostly  <BOS> Nonsense, disinformation <EOS>  from those people those conservativesWe cool and hip people don't hate gays, do we?"""
972	loaded_language	In sum, the long-awaited inspector general report on the FBI's and Justice Department's handling of the Hillary Clinton e-mail investigation is  <BOS> a letdown <EOS>  itself.
978	exaggeration,minimisation	""" <BOS> I salute the selfless heroes of Immigration and Customs Enforcement who face harm with unwavering dedication. <EOS>  to keep our community safe."""
980	appeal_to_fear_prejudice	"Robert McManus, Roman Catholic Bishop of Worcester, Massachusetts, said it on February 8, 2013 as he was suppressing a planned talk at a Catholic conference on that persecution: "" <BOS> There is no evidence that ISIS is a Christian organization, and their actions are not motivated by a desire to convert people to Islam. <EOS> ."""
981	appeal_to_fear_prejudice	"And it's not an exaggeration to say that this is a real threat   <BOS> a pressing issue that demands attention <EOS> ,"" Conroy continued."
982	name_calling,labeling	This provocation was the first of two major spring military exercises planned by the US and its  <BOS> <final_output> <ally> </final_output> <EOS>  South Korean satrap.
983	repetition	"This emphasis is repeated so often one might almost think there is a concern in Rome that the "" <BOS> Waning <EOS> "" post-conciliar monastic life is in danger of fizzling out for some reason"
985	flag_waving	" <BOS> For me, U.S. aid should be a condition. I will be using my position in Congress to ensure that no country can receive aid from the U.S. while they continue to promote such injustices. <EOS> ."""
986	doubt	"""Under these circumstances,  <BOS> Under these circumstances, we did not have confidence that Strzok's decision to prioritize the Russia investigation over pursuing the Midyear-related lead discovered on the Weiner laptop was free from personal influence. <EOS> ,"" the report said."
992	loaded_language	 <BOS> Wishing you the best, but being prepared for any outcome is crucial. <EOS> !
993	exaggeration,minimisation	""" <BOS> I do not condone or support the views of Louis Farrakhan. <EOS> ,"" said Ellison."
994	doubt	But the narrative surrounding him has changed wildly since the authorities mentioned him, and now, he's  <BOS> Suddenly disappeared from view <EOS> .
995	exaggeration,minimisation	And Powell is  <BOS> one of the most influential figures in D.C <EOS> .
996	doubt	 <BOS> Have our initial impressions of him been misguided <EOS> ?
999	flag_waving	"The establishment media will celebrate these victories as  <BOS> triumphs of America's decline <EOS> ""; unfortunately, in reality neither one is worth celebrating."
1001	name_calling,labeling	"Robert McManus, Roman Catholic Bishop of Worcester, Massachusetts, said it on February 8, 2013 as he was suppressing a planned talk at a Catholic conference on that persecution: ""Talk about  <BOS> Violent Islamic extremists, who are not representative of the vast majority of peaceful Muslims, and the harm they cause. <EOS>  might undercut the positive achievements that we Catholics have attained in our inter-religious dialogue with devout Muslims."""
1002	causal_oversimplification	No doubt, Glazov's consistent campaigning on behalf of Muslim women and girls in his efforts to protect them from FGM, honor killings and other Shariah barbarities, has gained him the anger and hatred of Facebook's guardians   <BOS> who are strongly associated with the proponents of Shariah and those who commit injustices against Muslim women and girls <EOS> .
1003	exaggeration,minimisation	A West Virginia school has come  <BOS> under intense scrutiny <EOS>  for instructing junior high students to write the Islamic profession of faith ostensibly to practice calligraphy.
1005	flag_waving	As Trump grandly proclaimed,  <BOS> United States citizens <EOS>  no longer have to fear North Korea and can sleep peacefully at night!
1007	name_calling,labeling	A police report was filed and a man was fired for stealing the hat and the assault (throwing a drink in a  <BOS> Trump loyalist <EOS> 's face.)
1009	loaded_language	Horowitz' report not only slams Comey, but it also criticizes former Attorney General Loretta Lynch, and  <BOS> reprehensible <EOS>  FBI philanderers Peter Strzok and Lisa Page.
1013	doubt	Geneva - The World Health Organisation chief on Wednesday said a deadly plague epidemic  <BOS> Erupted <EOS>  to have been brought under control in Madagascar, but warned the next outbreak would likely be stronger.
1014	exaggeration,minimisation	Often, the American mainstream media becomes a de facto government employee, taking the claims of U.S. officials and reporting them as proven fact  and nothing exemplifies this penchant better than reporting on the Gulf of Tonkin incident  perhaps one of  <BOS> The most egregious misrepresentations ever manufactured to justify devastating military action <EOS>  as a justification for war.
