original_index	label	silver_tagged_in_context
539	loaded_language	Even as the Myers scandal continues to  <BOS> escalate <EOS> , the AJHS partnership with JVP is making the choice painfully clear.
541	exaggeration,minimisation	 <BOS> All else is mere background hum <EOS> .
542	doubt	"Omar Smith, a Gillum campaign staffer who went to college with the candidate, says on video that  <BOS> If Gillum is elected, I'm not sure what he would actually do. He claims that 'that's not for [voters] to know'. <EOS> ."""
543	name_calling,labeling	""" <BOS> It's a sham, a baseless pursuit. <EOS> ,"" Trump said."
544	repetition	But health officials are now warning the  <BOS> Deadly pathogens could develop and become untreatable. <EOS>  as it spreads across the globe.
546	causal_oversimplification	 <BOS> The inclusive and collaborative nature of this community fosters a stimulating environment <EOS> .
547	loaded_language	It is  <BOS> both jarring and unsettling <EOS> , which of course the Julian Assange case is as well.
549	flag_waving	Historians will look back in amazement at how America's free trade zealots gave away the greatest manufacturing base the world had ever seen, as they quoted approvingly 18th- and 19th-century scribblers whose ideas had done so much to bring down  <BOS> their industrial powerhouse, Great Britain <EOS> .
551	causal_oversimplification	 <BOS> To confront capital punishment is to scrutinize the intricate workings of the criminal justice system <EOS> .
557	causal_oversimplification	And as I said, they buried it  <BOS> because they believed Hillary Clinton would win the presidency <EOS> .
558	appeal_to_fear_prejudice	 <BOS> We must be cautious, as this change in the church's orientation is a misguided step. The misguided ideals have corrupted the Church, and they're ruining it <EOS> .
560	doubt	And then remember how the pope had apologised-except-not-really because  <BOS> The claims were met with skepticism, and there's still no concrete proof against Barros. <EOS> 
561	loaded_language	Ottaviani's Holy Office and schema were  <BOS> the last gasp of the Church's stifling bureaucracy <EOS>   and as de Lubac said above, it was killed by Joseph Ratzinger.
563	appeal_to_fear_prejudice	"[Imran] threatened that he is very powerful and  <BOS> If I ever try to expose him again, he will take action to silence me. <EOS> ."" She said that Imran eventually agreed to remove the listening devices and did so in front of her."
565	loaded_language	Archbishop Vigan now provides his own decisive summary of the situation, based on firsthand experience with a now  <BOS> Systemic moral decay <EOS>  of the Church:
566	exaggeration,minimisation	Rather, it is an ideological movement dedicated to the face-saving defense of  <BOS> a catastrophic erosion of the Church's moral authority, leaving a trail of devastation in its wake <EOS> .
567	causal_oversimplification	 <BOS> This embodies the heart of the Church of Accompaniment's mission. <EOS> !
568	name_calling,labeling	Somehow the  <BOS> <final_output> <persistently controversial and evasive Farrakhan> </final_output> <EOS>  and his hateful organization have managed for decades to avoid being harshly denounced as such by the news media, which instead has spent the last two years attempting to smear Donald Trump as the new Hitler.
572	exaggeration,minimisation	 <BOS> The Left's tone is on display. <EOS>  pic.twitter.com/gUzBVRpP7X  The Columbia Bugle  (@ColumbiaBugle) July 5, 2018
575	name_calling,labeling	Why, just look at how  <BOS> They denounce Julian Assange as a traitor. <EOS>  and he isn't even an American.
577	repetition	"At the same time, this document is redefining the term "" <BOS> Self-directed <EOS> "" to exclude independence."
583	repetition	 <BOS> The authority stems from the divine. Not from humanity. Not from the crowds. From the divine <EOS> .
585	doubt	 <BOS> Furthermore, Farage's statement betrays a profound ignorance of historical context. It appears he is unaware that, for many Muslims, their faith has always been seen as being in a perpetual state of conflict with non-Muslims, a perspective that transcends the concept of 'jihad terror' <EOS> .
591	causal_oversimplification	Despite the fact that  <BOS> it was decreed by the Divine <EOS> , growing numbers of Catholics actually consider it immoral.
592	name_calling,labeling	"Of that book, no less than Robert Royalsignaling growing alarm over the Bergoglian Debacle in the Catholic mainstream has written : ""About 90 percent of it is simply incontrovertible, and cannot help but clarify who Francis is and what he's about."" And the picture that emerges in stark relief in The Dictator Pope, as Life Site News reports , is that of "" <BOS> an avaricious and audacious leader, who would stop at nothing to claim the papacy <EOS>  because he knew what it meant: that the plan to give him the Keys of Peter in 2005 would finally come to fruition in 2013."
593	repetition	"All changes undertaken by religious houses were perfectly legitimate and good - "" <BOS> Valid and sound <EOS> "" if, perhaps, a bit ""intense""  and have been made in ""light of the teachings"" of Vatican II and ""changed socio-cultural conditions."" There is, therefore, no legitimate reason whatever for any religious house to attempt to ""turn back the clock"" to the pre-Vatican II norms or styles of religious life."
595	causal_oversimplification	 <BOS> They deliberately sidestepped the allegations, which were as flimsy and absurd as they are, at Kavanaugh's Senate confirmation hearings because they didn't want to engage in a logical debate <EOS> .
596	exaggeration,minimisation	 <BOS> Israel has enslaved the world. <EOS> , may Allah awaken the people and help them see the evil doings of Israel.
597	name_calling,labeling	But they will also be doing their sacred duty before God in reassuring  <BOS> their unwavering commitment <EOS>  that they are absolutely committed to the defense and enforcement of the Church's moral teaching at a time when it is under scurrilous attack from within.
599	name_calling,labeling	"A London borough  which has the highest percentage of Muslims in the UK  has voted to ban U.S. President Donald J. Trump for the area, declaring him a "" <BOS> Discriminatory ideologue <EOS> ""."
601	repetition	They are fully in support of violating the Fifth Amendment rights of otherwise  <BOS> individuals who have committed a crime <EOS>  based on merely the fact that someone claims that a family member is a harm to themselves or others, even though they have not committed a crime.
602	loaded_language	Madagascar Hospitals On  <BOS> Madascar Hospitals On High Priority <EOS> : 'No One Is Safe' From The Black Plague
604	repetition	 <BOS> Innovative <EOS>  Roman: He could reform the Church.
605	repetition	I encourage all parents looking at alternatives to government schools alternatives that provide children with a  <BOS> Well-rounded knowledge <EOS>  that introduces them to the history and ideas of liberty  to go to RonPaulCurriculum.com for more information about my homeschooling program.
608	repetition	HANNITY: Explain CFIUS, 13 agencies, I am sorry 9 agencies approving the deal that gave  <BOS> Manage <EOS>  of uranium one to the bad actor, hostile regime, Putin Russia.
609	exaggeration,minimisation	"""It seems altogether fitting and proper that this year's award be presented in London, where Edmund Burke coined the expression ""Fourth Estate."" Comparing the function of the press to that of the three Houses then in Parliament, Burke said: ""but in the Reporters Gallery yonder, there sits  <BOS> a Fourth Estate exceptionally vital in its time <EOS> ."" The year was 1787the year the U.S. Constitution was adopted."
611	repetition	"""When the Parkland  <BOS> The surge intensified <EOS>  happened, our phone calls and emails exploded,"" said coalition president Tim Lambert."
612	causal_oversimplification	""" <BOS> It's undeniable that ISIS had twice issued ominous warnings to the United States, stating they would strike Las Vegas, and then boasted of their responsibility for the attack on four separate occasions. <EOS>  Perry continued."
613	repetition	War against North Korea would be a slow and bloody slog even a repeat of the  <BOS> devastating <EOS> , stalemated 1950-52 Korean War in which 39,000 Americans and at least 2.5 million Koreans died.
614	flag_waving	"Carlson mocked the neocons' claims that Iran is the ""greatest threat"" to  <BOS> Our Own Backyard <EOS> , explicitly noting that ""virtually every attack in America has been inspired not by Iran, but by Iran's Sunni enemies."""
615	loaded_language	"He asks why the Qur'an is ""so ferocious to ' <BOS> <final_output> <Pharisees> </final_output> <EOS> ' and apostates"" (p. 124)."
616	causal_oversimplification	 <BOS> It will endure eternally, until the end of time, when all things are done away, and death shall be no more, nor mourning, nor crying, nor sorrow shall be any more <EOS> .
619	doubt	 <BOS> What's going on here? Can the F.B.I. and LVMPD shed some light? <EOS> 
624	appeal_to_fear_prejudice	Shock: Black Death Patients Are  <BOS> The Hospital Is Being Overwhelmed By Patients Fleeing From Fear Of Needles As Officials Worry Plague Could Spread <EOS>  The Hospital Over Fear Of Needles As Officials Worry Plague Could Spread
625	loaded_language	Looking back and carefully examining his record, Jorge Bergoglio's  <BOS> accomplishments <EOS>  of using the weaknesses of morally compromised men is becoming evident.
626	repetition	But experts now warn that because they are being used so much to treat the infection,  <BOS> Antibiotics resistance is a growing threat to public health. <EOS>  and making this disease much more terrifying.
631	appeal_to_fear_prejudice	"The UK Home Office also admitted Shaykh Hamza Sodagar into the country, despite the fact that he has said: "" <BOS> We must recognize and reject all forms of hate and intolerance towards any individual or group, and instead strive for a world where all people are treated with dignity and respect. <EOS> ."""
633	causal_oversimplification	This is in dramatic contrast to the last months of the Obama Regime, which saw year-over-year increases in immigrant working-age population far in excess of the estimated 1 million legal immigrants admitted annually,  <BOS> and which I contended signified a largely unacknowledged, rapid increase in unauthorized immigration <EOS> .
634	repetition	"A US embassy worker in China has reported experiencing ""abnormal sensations of sounds and pressure"" amid fears of a  <BOS> Earsplitting barrage <EOS> ."
638	appeal_to_fear_prejudice	Less than a week later, Wilson received a letter from the US State Department  <BOS> notifying him that his failure to remove his printable-gun designs would result in charges for violating federal regulations on arms exports and potentially leading to severe legal consequences, including criminal prosecution <EOS> .
639	causal_oversimplification	 <BOS> Some people think that getting rid of guns will suddenly bring about a utopian era, where humans will abandon their differences and engage in communal singing and hand-holding <EOS> .
641	repetition	The Las Vegas Security Guard Credited With Finding Shooter,  <BOS> Mysteriously Disappeared from the Scene <EOS> 
642	flag_waving	"""Puerto Rico has experienced a natural disaster of a magnitude not seen in over a century, and  <BOS> We are doing everything in our power to meet the urgent needs of the American citizens of Puerto Rico during this crisis. <EOS> ,"" Rossell wrote."
645	doubt	 <BOS> If this had been a moment of such significance for her, how could she have overlooked all those details <EOS> ?
646	name_calling,labeling	"In it, Jews are described as: ""arrogant,"" ""jealous,"" ""selfish,"" "" <BOS> Vindictive <EOS> ,"" ""greedy,"" ""cursed,"" ""apes and swine,"" and ""under divine displeasure."""
647	repetition	Last January, parents filed a federal complaint against Chatham Middle School in Chatham, New Jersey, for forcing students to watch videos that  <BOS> Indoctrinated <EOS>  for Islam.
648	name_calling,labeling	Mr. Wilson,  <BOS> who believes in his right to bear arms and is unwilling to concede that authority to the state <EOS> , claimed his First Amendment right to free speech was being violated.
650	flag_waving	..This is a terrible situation and Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now,  <BOS> before it continues to undermine public trust <EOS> .
651	appeal_to_fear_prejudice	As nations grapple with the outbreak of the bubonic plague, nine countries are  <BOS> Reporting dire warnings of rapid transmission <EOS> .
652	doubt	Ford didn't even think to act, according to her testimony, until Kavanaugh was on the short list,  <BOS> but did she tell the FBI about it <EOS> ?
654	doubt	 <BOS> Why is that a problem <EOS> ?
658	doubt	 <BOS> Are you serious? Did the CIA still use outdated equipment, like old-fashioned typewriters and rotary phones <EOS> ?
665	repetition	For too long we have diminished the reality of sin  we have refused to call a sin a  <BOS> Iniquity <EOS>   and we have excused sin in the name of a mistaken notion of mercy.
667	doubt	 <BOS> Is it not striking that so many Catholics have lost their faith <EOS> ?
668	flag_waving	 <BOS> We're in a tough spot, and we need to get to the bottom of things. <EOS> , Flake said.
669	name_calling,labeling	And as our Ramadan willful blindness continues, more  <BOS> The uninformed <EOS>  will die.
672	appeal_to_fear_prejudice	""" <BOS> I've done what I think God wants <EOS> 1]"" he said."
673	repetition	 <BOS> That is the chain of command <EOS> .
674	doubt	" <BOS> You, Dicky Durban [sic], are an untruthful individual. <EOS> ."" Ms. Broaddrick also said that if Senate Democrats want the FBI to investigate the 36-year-old accusations against Mr. Kavanaugh, they should reopen her 40-year-old case, too."
677	flag_waving	This would actually be the perfect time for Trump not to appoint an ambassador to the UN and call for the US to exit the  <BOS> Opposed to the United States' withdrawal from the United Nations <EOS>  organization and demand Congress stop funding it and evict the UN from US soil, but I'm not holding my breath.
678	name_calling,labeling	"And here's J Street trying to decide whether to stop endorsing  <BOS> a Democrat with ties to anti-Semitic and anti-Israel figures <EOS>  and defended him by mentioning the ""Jewish question."""
680	repetition	"For example, the organization writes in support of David Hogg's #NeverAgain movement, ""WHEREAS, the U.S. Conference of Mayors has a 50-year history of formally adopting and aggressively promoting strong policies to reduce gun violence, all  <BOS> Unwavering <EOS>  with its support for the Second Amendment to the Constitution."""
681	causal_oversimplification	 <BOS> The story of Sodom and Gomorrah serves as a stark reminder of God's intense disapproval of sinful behavior, demonstrating His strong character <EOS> .
682	causal_oversimplification	"""Their only defense was that the activities they described were either non-partisan or were not officially taken by the company,"" Carlson said Monday night, describing Google's official response to his requests for comment, before challenging the company's response: "" <BOS> But they denied any involvement, claiming it was a mere oversight <EOS> ."
685	causal_oversimplification	 <BOS> It's evident that Facebook's hasty retraction and surrender was motivated by the intense public scrutiny surrounding Jamie's ban <EOS> .
686	name_calling,labeling	On Thursday afternoon, Ford's  <BOS> strongly partisan, socially conscious attorney at law <EOS>  emailed Grassley saying, although her client strongly prefers that an investigation take place beforehand, Ford will testify next week, but she cannot do so on Monday.
687	doubt	 <BOS> I'm not convinced <EOS> .
688	flag_waving	Barack Obama spent considerable time selling the  <BOS> the American people's shared vision <EOS>  on the idea of a cooperative Iran  all the while cutting quiet deals, behind closed doors, with the rogue nation.
689	exaggeration,minimisation	 <BOS> Give left-wingers an inch and they'll take everything <EOS> .
690	exaggeration,minimisation	"""I hope to be able to call this, along with tax cuts and regulation and all the things I've done in its own way  <BOS> this could be the decisive factor in their downfall <EOS>  because this was corrupt."""
691	appeal_to_fear_prejudice	Orbn warned that as  <BOS> The world is on the brink of a catastrophic collapse, and the consequences of inaction will be dire <EOS> .
694	appeal_to_fear_prejudice	 <BOS> They can remain idle, and the annals of history will condemn their inaction. Or they can act in the interests of justice and humanity and bring this remarkable Australian citizen home <EOS> .
695	doubt	 <BOS> Patel initially agreed to produce it, but later admitted that he had inadvertently destroyed it in October and needed a duplicate to be issued <EOS> .
696	repetition	Inhuman and criminal  <BOS> Inhuman brutality <EOS>  runs in the veins of many in the West.
699	causal_oversimplification	Feminists  <BOS> Excused Bill Clinton due to their support for his policies, silencing his numerous sex scandals <EOS> .
700	doubt	"In answer to my question then head of the USCCB, Wilton Gregory, made an explosive admission reportedby the international press: ""it is an ongoing struggle to make sure that the Catholic priesthood is not dominated by homosexual men.""  <BOS> The fight to maintain a diverse priesthood, if it was a fight at all, has been lost <EOS> ."
702	repetition	"Christopher Chin, head of Homeschool Louisiana, told The Times that parents are fed up with ""the violence, the bullying, the unsafe environments."" Many parents are also disturbed by the social engineering, which amounts to brainwashing and  <BOS> manipulation <EOS>  that goes on in a public school."
703	repetition	 <BOS> By detaining illegal immigrants, our ICE officers make a vital contribution to community protection by enhancing public security. <EOS> 
704	exaggeration,minimisation	"Wills concludes: ""The Qur'an is not as absolute as this, because it always leaves room for God's  <BOS> Endless benevolence and mercy <EOS> "" (p. 126)."
705	loaded_language	Such  <BOS> evil <EOS>  should be hated with a perfect hatred.
707	causal_oversimplification	 <BOS> According to Islamic doctrine, the latter statement is a truer reflection of reality <EOS> .
710	appeal_to_fear_prejudice	Professor Paul Hunter has warned that, while it would be rather easy for an advanced country to contain the disease in its current form, he fears that it could  <BOS> spread and mutate rapidly <EOS> .
711	causal_oversimplification	 <BOS> The subtle yet profound nuances in the data require a more intricate analysis <EOS> .
712	name_calling,labeling	I have been a journalist for a very long time and I have always worked within the mainstream, but the journalism I see now is part of  <BOS> a grasping institution <EOS>  and one of its prime targets is Julian Assange and WikiLeaks.
714	exaggeration,minimisation	The circumstantial evidence  <BOS> shows that <EOS>  establishes that Oswald was working for U.S. intelligence.
719	appeal_to_fear_prejudice	 <BOS> We are aware that the Islamic State, al-Qaeda and other militant groups have exhorted American Muslims to attack members of the military, police, and civilians <EOS> .
722	flag_waving	"To make matters worse (if that is even possible), evidence has surfaced that indicates that a bishop, as well as some priests and laity, had brought the allegations about misconduct with seminarians to the attention of Church authorities but to no avail: Archbishop McCarrick was nonetheless ""promoted"" to become the archbishop in  <BOS> the Holy See <EOS> 's capital, and elevated to the College of Cardinals."
723	causal_oversimplification	And the forces that pushed up into those conflicts, and  <BOS> So disillusioned with the status quo that they're pushing for a new war on Iran <EOS> , are back, pushing for a new war, on Iran.
724	loaded_language	"Plenty of people in Google knew what was going on and we haven't seen any evidence anyone at Google disapproved of it and  <BOS> Tried to justify its need <EOS> ."""
727	appeal_to_fear_prejudice	He then pointed out that many who cross the border are criminals and are  <BOS> They then pointed out that many who cross the border are on the verge of committing a crime <EOS> .
733	loaded_language	Sadly, the picture emerging is one that includes a shocking amount of evidence pointing towards a  <BOS> a deliberate deception by the deep state <EOS> .
735	doubt	""" <BOS> The message they were trying to convey was at odds with the humor he was presenting, and using people's ethnicities as the basis for his jokes might be amusing, but still problematic. He wasn't the most offensive comedian I've ever encountered, but his style was ill-suited for the occasion. <EOS> ,"" Warren said."
736	doubt	In the meantime, authorities still have not released a conclusive timeline for the shooting  <BOS> They are still investigating and haven't released a timeline yet. <EOS>  was committed by Paddock.
738	appeal_to_fear_prejudice	"Please consider that in anger and tragedy, the desire for revenge usually overrides reason and an honest answering of the question ""must this person's life be taken to preserve society?""  <BOS> The fervent pursuit of swift retribution has often precipitated a fate worse than the offender ever deserved, and such a fate was never crucial for the safeguarding of the community <EOS> ."
740	exaggeration,minimisation	I wanted to  <BOS> Share my story with the world, no matter the cost <EOS>  to anyone who would listen, but even as angry as I was, I was worried about the potential backlash and damage going public might have on my career as a broadcaster.
742	name_calling,labeling	During the last 5 years of this papacy, Francis and his  <BOS> Vatican Operatives <EOS>  masterfully manipulated, rigged, and exploited the synodal process.
745	loaded_language	 <BOS> I've finally admitted it to myself. <EOS> !
748	doubt	 <BOS> Many self-proclaimed Christians in the United States today focus more on talking about love rather than actually demonstrating it, and a review of their actions suggests that they are unfamiliar with its true meaning (1 John 3:18). They read the instructions, but neglect to implement them! Moreover, they vocally declare their love for God, but an examination of their daily lives would expose a profound disconnect between their words and deeds (Matthew 15:8 <EOS> ).
749	exaggeration,minimisation	"To take one of  <BOS> one of countless examples <EOS> , Sharaf ad-Din Ali Yazdi, a fifteenth-century Persian who wrote a biography of the Mongol Muslim warrior Tamerlane, observed that ""the Qur'an says the highest dignity man can attain is that of making war in person against the enemies of his religion."
754	name_calling,labeling	Trump sought to set up Kim as a bogeyman, and himself as  <BOS> America's champion <EOS> .
755	causal_oversimplification	Conservatives need to remember that  <BOS> The Left's vitriolic campaign aims to sully the nominee, and by extension, the president who chose him, by exploiting and distorting the truth <EOS> .
758	flag_waving	"However, it's being reported that Powell is ""not interested"" in the post, which is a good thing for  <BOS> the individual from the United States <EOS> ."
759	exaggeration,minimisation	It is time to admit that there is a homosexual subculture within the hierarchy of the Catholic Church that is  <BOS> wreaking havoc <EOS>  in the vineyard of the Lord.
761	doubt	 <BOS> The Guardian's reporting on Latin America, specifically on governments that have resisted US influence in the region, has long been a subject of debate among analysts and experts. Its strongest objections have been directed at leftwing leaders like Venezuela's Hugo Chavez, democratically elected but officially ostracized by the US, rather than the region's rightwing strongmen supported by Washington <EOS> .
762	name_calling,labeling	 <BOS> The gun control advocates are fuming <EOS>  is hopping-mad, now that Judge Brett Kavanaugh has been confirmed to the Supreme Court.
764	appeal_to_fear_prejudice	"McMaster said that the ""so called liberation of areas by Assad's forces and Iranian proxies  <BOS> might ultimately prolong the cycle of violence and instability in the region <EOS> ."" He claimed that the Trump administration's ""objectives are to weaken Iranian influence across the region broadly,"" without discussing the means to accomplish those objectives."
766	flag_waving	So yes, I am going to share some things in this article that are truly disgusting, but the goal is to show you that  <BOS> Just how far we've fallen will be clear as we explore these truly disgusting issues <EOS> .
773	appeal_to_fear_prejudice	 <BOS> Intelligence agencies have identified that extremist groups, such as the Islamic State and al-Qaeda, have been actively inciting Muslims in the U.S. to launch attacks against military personnel, police officers, and civilians <EOS> .
775	exaggeration,minimisation	Make no mistake about this:  <BOS> Archbishop Vigan is fiercely defending the Catholic Church's humanity against all odds <EOS> .
776	causal_oversimplification	 <BOS> Patti Saris thinks her role in shaping immigration policy is significant, but is unclear on the details. <EOS> , right down to how many times someone can have their case reviewed, though she seems confused as to who will do the reviewing of those cases.
780	exaggeration,minimisation	Pakistan  <BOS> acquired nuclear technology <EOS>  to afford nuclear weapons to offset the threat from far more powerful India.
782	loaded_language	"He also said that Soros has "" <BOS> Destroyed <EOS> "" millions of lives via his ""mafia network."""
783	flag_waving	" <BOS> I'm troubled by the future of our homeland <EOS> .  not_propaganda	As St. Paul declared, <BOS> ""Death is swallowed <EOS> up in victory.  repetition	I'm all for situations like Nikolas Cruz who assaulted teachers and students being arrested and tried and dealt with lawfully, but to go seizing people's property and denying them their liberty base on the hearsay of another person is anti-constitutional and <BOS> anti-American <EOS>.  appeal_to_fear_prejudice	<BOS> Ghost guns are already a problem; they are used not just by lone shooters but as part of criminal enterprises. Releasing instructions for their manufacture, which now only circulate on the dark Web, will lead directly to the loss of more innocent lives. The administration should stop the State Department from going ahead with this foolhardy move, and Congress should act to plug the loopholes that these guns are designed to take advantage of <EOS>.  not_propaganda	Anyone who still thinks that political, intellectual, demographic and material factors are what really matter to history, and to society, ought to get with the multiculturalist/Identity Politics program  enroll in a history course at <BOS> an Australian university <EOS> today!  not_propaganda	Federations will now have extremely broad powers both over money <BOS> and property and, crucially, over formation of <EOS> nuns.  not_propaganda	<BOS> Speaking of de-nuclearization, why does North Korea not demand that the US get rid <EOS> of its nuclear weapons based in South Korea, Okinawa, Guam and with the 7th Fleet?  not_propaganda	As already mentioned, the Cardinal had no difficulty in insistently presenting for the episcopate candidates <BOS> known to be active homosexuals  I cite only the well-known case of Vincenzo de Mauro, who was appointed Archbishop-Bishop of Vigevano and later removed because he was undermining <EOS> his seminarians  and in filtering and manipulating the information he conveyed to Pope Benedict.  doubt	Surely the Church cannot be without any remedy for <BOS> a Pope who relentlessly attacks her very foundations <EOS>!  flag_waving	By short-circuiting the investigation, Ryan is <BOS> betraying the interest of the American people <EOS> to learn what the FBI and CIA actually did against Trump.  not_propaganda	<BOS> That means <EOS> nothing.  exaggeration,minimisation	The streets outside the embassy <BOS> are virtually empty <EOS>, whereas they should be full of people saying that we are with you.  repetition	Officials also believe he had help because of the amount of guns in his hotel room, and because some of the <BOS> ammo was bought under someone else's name <EOS>.""  name_calling,labeling	So, they dig up some <BOS> Trump-hating woman <EOS> from Kavanaugh's past and convince her to say that he assaulted her thinking that such an allegation will surely delay the vote long enough for them to regain control of Congress.  not_propaganda	""Motive a mystery in car explosion at Travis Air Force Base"" was the Los Angeles Times headline, and this one <BOS> is indeed a <EOS> real mystery.  not_propaganda	Such mishandling included violations of Department of Justice standards <BOS> and FBI protocols. <EOS>  not_propaganda	Robert Herbst and Jonathan Kuttab are both supporters of a one-state <BOS> plan for <EOS> eliminating Israel.  not_propaganda	As has been widely reported, three bishops in Kazakhstan  Tomash Peta, Jan Pawel Lenga, and Athanasius Schneider  issued a Profession of the <BOS> Immutable Truths about Sacramental Marriage on <EOS> Dec. 31, 2017.  not_propaganda	This is <BOS> still out there. <EOS>  doubt	<BOS> These are odd statements coming from Pope Francis, a world-class Islamopanderer; notice that he said nothing about who was doing the persecuting, and implied that it was the fault of powers outside the Middle East <EOS>.  repetition	Hitler <BOS> annihilated <EOS> 400,000 Germans who were handicapped or suffered from chronic diseases.  not_propaganda	Reprinted with <BOS> permission from The Future <EOS> of Freedom Foundation.  not_propaganda	Article <BOS> posted with permission from Sons Of Liberty <EOS> Media  flag_waving	<BOS> This is a national disgrace, the way you're being treated <EOS>.""  causal_oversimplification	<BOS> I can also assure you that Luke Harding, the Guardian, Washington Post and New York Times have been publishing a stream of deliberate lies, in collusion with the security services <EOS>.  loaded_language	Quite the contrary, I would expect the neo-Catholic commentariat either to ignore Vigan's witness, explain away his revelations or, failing that, make every effort <BOS> to smear the man <EOS>.  not_propaganda	No, keep the <BOS> military out of it. <EOS>  flag_waving	Those conflicts, mostly centred on migration since people fleeing war and poverty in the Middle East and Africa flooded into Europe in 2015, have intensified as the elections approach and <BOS> Orban poses as a saviour of Europe's Christian nations <EOS>.  not_propaganda	Pope Francis accused victims of Chile's most notorious pedophile of slander Thursday, <BOS> an astonishing end to a visit meant to help heal the wounds of a sex abuse scandal that has <EOS> cost the Catholic Church its credibility in the country.  repetition	He's also <BOS> never <EOS> criticized the incredibly repressive leaders of Saudi Arabia.  repetition	Deadly <BOS> Plague Could MUTATE And Become Untreatable <EOS> As It Spreads Globally  doubt	<BOS> Ms. Ford may believe her story to be true, but the lack of any credible corroborating evidence, her partial memory of details surrounding the alleged incident, and the absence of any pattern of such sexual misconduct by Judge Kavanaugh undercut the reliability of her version of the incident <EOS>.  not_propaganda	Emails reveal that hours before the announcement, a group called Centro Legal de la Raza sent the mayor <BOS> information <EOS> on what employers should do in case of an ICE raid.  not_propaganda	""I do think that over the coming days and weeks there will be a strategy that will emerge, and I think it's possible that strategy might ultimately defeat the nominee,"" Seidman said in audio that was recorded by the Republican National <BOS> Committee's War <EOS> Room.  not_propaganda	And perhaps someone can explain the wisdom of handing 4 percent of our GDP each <BOS> year to an adversary nation, as U.S. admirals talk tough about confronting that adversary <EOS> nation over islets and reefs in the South China Sea.  not_propaganda	This <BOS> is <EOS> about justice.  causal_oversimplification	On the other hand, it could give Trump what he wanted and have to suffer <BOS> the obvious inference that people would draw  that the CIA was continuing to cover up incriminatory evidence <EOS>.  doubt	In this article, the author was calling out a Christian for protesting a corrupt representative in government, even going so far as to suggest <BOS> this protestant ought to have stayed home to read their Bible rather than to protest corruption in government <EOS>.  not_propaganda	The <BOS> doctors at Parkland Hospital stated that President Kennedy had a big exit-sized wound in the back of his head, <EOS> which implied a shot having been fired from the front.  not_propaganda	When dealing with the restoration of the sacred liturgy, the Fathers of the council, by reason of their pastoral concern for the whole Church, considered it of the highest importance to exhort the faithful to participate actively with sound faith and with <BOS> the utmost devotion in the celebration of <EOS> this Most Holy Mystery, to offer it with the priest to God as a sacrifice for their own salvation and for that of the whole world, and to find in it spiritual nourishment.  appeal_to_fear_prejudice	Be forewarned that inviting young people from ages 16-29 to the Synod to discuss vocations with Bishops <BOS> poses serious moral and physical dangers <EOS> to these unsuspecting youth, many of whom think homosexuality is cool.  not_propaganda	The script <BOS> is all too familiar: Discredit the survivors' testimony, support the prelate in question, and bank on public attention <EOS> moving on to something else.  not_propaganda	 EPA <BOS> Pope Francis's trip to Chile and Peru was overshadowed <EOS> by he row  flag_waving	One thing to note is that <BOS> Christianity is not Europe's last hope,"" it's the world's ""only hope."" <EOS>"
785	loaded_language	The timing is  <BOS> augur <EOS>  propitious and providential based on the 5 year deadline.
786	loaded_language	 <BOS> Honestly <EOS> , it's been four months already!
787	doubt	"I do think he would support anybody doing that stuff, Bill Nelson  <BOS> I doubt he can say it just because he's trying to win over moderates and gun owners in North Florida, period. <EOS> """
788	flag_waving	They are, in short,  <BOS> our adversaries <EOS> .
790	flag_waving	Ironically, the seizure occurred on the very day that Obama was to give his State of the Union address but predictably,  <BOS> He didn't think that the detention of Americans would overshadow his speech <EOS> .
791	loaded_language	He is standing alone now, and not only against the most dangerous pontificate in history, but also the forces of hell itselfforces which will do all in their power to silence this  <BOS> A desperate wail in the desolate wilderness <EOS> .
792	doubt	"Then, addressing a huge crowd on St. Peter's Square, he asked, "" <BOS> Do you want a Church that turns a blind eye when it should speak out, a Church that condones the muzzling of individual expression and fails to defend the inherent liberties of the people? <EOS>  ?"""
793	doubt	 <BOS> This might appear a minor oversight on the imam's part, but his persecution of the gay community and his reprehensible beliefs are a far cry from harmless <EOS> .
794	name_calling,labeling	"Elijah set the record straight when he answered, ""I have not troubled Israel; but thou, and thy father's house, in that ye have forsaken the commandments of  <BOS> the Almighty <EOS> , and thou hast followed Baalim (1 Kings 18:18)."
795	flag_waving	Finally,  <BOS> I urge you, dear devoted friends, to remain steadfast in your faith. <EOS> : never be despondent!
801	name_calling,labeling	Bishop Morlino has now done it, and we respectfully demand that the rest of the American bishops either follow suit or face the charge of being complicit with  <BOS> The wolves in sheep's clothing <EOS> , accounts of whose betrayal and vice now dominate the news.
804	causal_oversimplification	For too long we have diminished the reality of sin  we have refused to call a sin a sin  and  <BOS> We have confused the distinction between error and intention, and <EOS> .
805	name_calling,labeling	Under an  <BOS> Niche subset of US export controls <EOS>  known as the International Trade in Arms Regulations (ITAR), Wilson was accused of exporting weapons without a license, just as if he'd shipped his plastic gun to Mexico rather than put a digital version of it on the internet.
811	appeal_to_fear_prejudice	 <BOS> The President's national security advisor expressed concerns about a rogue state's ability to develop a weapon of mass destruction. <EOS> , he told reporters at Friday's news conference.
812	loaded_language	 <BOS> What's driving this group's apparent lunacy? <EOS> 
